gene	mean	True_mean	True_positive_frac	False_mean	False_positive_frac	log2FC	-log10 p-val	is_significant
AC098588.3	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC106871.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
HHIP-AS1	0.07261648	0.16952357	0.23469387755102042	0.047426604	0.05570291777188329	-1.8355294	3.1472077	0
HHIP	0.09481777	0.21540399	0.20408163265306123	0.0634724	0.0610079575596817	-1.7612422	2.4169981	0
ANAPC10	0.103447974	0.14354399	0.20408163265306123	0.09302551	0.11936339522546419	-0.62524927	0.8970858	0
AC109811.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
ABCE1	0.37598562	0.3594889	0.46938775510204084	0.38027292	0.40848806366047746	0.08106598	0.17282335	0
OTUD4	0.12550737	0.09960728	0.15306122448979592	0.13224015	0.15915119363395225	0.40848005	0.5429871	0
LINC02266	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC093796.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
SMAD1	0.11173854	0.12189981	0.15306122448979592	0.109097235	0.129973474801061	-0.15994264	0.14680038	0
SMAD1-AS2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
SMAD1-AS1	0.0030278172	0.0066472036	0.01020408163265306	0.0020869586	0.002652519893899204	-1.6253636	0.28899297	0
MMAA	0.020269217	0.012029045	0.02040816326530612	0.02241124	0.03183023872679045	0.89217955	0.472648	0
AC093864.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
C4orf51	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
ZNF827	0.1940275	0.21886496	0.30612244897959184	0.18757135	0.21750663129973474	-0.22249164	0.3557416	0
AC104791.1	0.0013986316	-9.458745e-11	0.0	0.0017622018	0.002652519893899204	4.218939	0.497642	0
AC108206.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
LINC01095	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
LSM6	0.3156365	0.2651033	0.35714285714285715	0.3287717	0.363395225464191	0.31042612	0.7845379	0
REELD1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC097372.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
SLC10A7	0.04471889	0.03937388	0.05102040816326531	0.046108555	0.0610079575596817	0.22726162	0.12334148	0
POU4F2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
TTC29	0.0018748489	0.0039730207	0.01020408163265306	0.0013294476	0.002652519893899204	-1.5106415	0.27633864	0
AC092435.2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC092435.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC092435.3	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC097450.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
EDNRA	0.30455855	0.14920945	0.1836734693877551	0.34494093	0.3421750663129973	1.208462	4.792142	0
LINC02507	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC093835.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
TMEM184C	0.084278494	0.06135933	0.10204081632653061	0.09023644	0.11405835543766578	0.555676	0.62164515	0
PRMT9	0.038213033	0.021620741	0.030612244897959183	0.04252624	0.05570291777188329	0.97266865	0.7298434	0
ARHGAP10	0.15554261	0.1831618	0.23469387755102042	0.14836337	0.19363395225464192	-0.30379906	0.40698963	0
NR3C2	0.009527242	-9.458745e-11	0.0	0.012003823	0.015915119363395226	6.9193206	1.8127382	0
AC069272.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC002460.2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC108935.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC002460.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC108156.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
LINC02430	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
LINC02355	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
IQCM	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC108168.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC093893.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC105343.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC105343.2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
DCLK2	0.084739156	0.074847855	0.12244897959183673	0.08731053	0.10875331564986737	0.22191985	0.20613158	0
LRBA	0.07956519	0.043699257	0.07142857142857142	0.08888863	0.11936339522546419	1.0227146	1.4735602	0
AC110813.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
MAB21L2	0.020939985	0.012766716	0.02040816326530612	0.023064617	0.029177718832891247	0.848279	0.42425743	0
RPS3A	3.3776565	3.3274767	1.0	3.3907008	1.0	0.027154127	0.88328624	0
SH3D19	0.044089783	0.074487574	0.09183673469387756	0.036188085	0.04509283819628647	-1.0394393	0.86002743	0
AC095055.1	0.0144839045	0.026322603	0.04081632653061224	0.011406375	0.013262599469496022	-1.1993392	0.48563963	0
PRSS48	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC104819.3	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
FAM160A1-DT	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
FAM160A1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
GATB	0.055649437	0.017663838	0.030612244897959183	0.06552368	0.08488063660477453	1.8852732	2.6586852	0
AC092611.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC107074.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC112242.2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC112242.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC097375.2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC097375.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC097375.4	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC097375.3	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC097375.5	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
LINC02273	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC079340.3	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC079340.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC079340.2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC080078.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC080078.2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
FBXW7	0.22530678	0.20254636	0.2755102040816326	0.23122345	0.27055702917771884	0.19094728	0.2984028	0
FBXW7-AS1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC023424.3	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
MIR4453HG	0.017093051	-9.458745e-11	0.0	0.02153634	0.026525198938992044	7.757314	2.7559345	0
TMEM154	0.018747326	0.028968774	0.05102040816326531	0.016090196	0.023872679045092837	-0.8443498	0.43232417	0
AC106882.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
TIGD4	0.0019760286	-9.458745e-11	0.0	0.0024896914	0.002652519893899204	4.69471	0.49764028	0
ARFIP1	0.20688078	0.21285255	0.30612244897959184	0.20532858	0.2519893899204244	-0.051895086	0.069247395	0
AC093599.2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
FHDC1	0.0013088188	-9.458745e-11	0.0	0.0016490418	0.002652519893899204	4.1284943	0.49763688	0
AC093599.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
TRIM2	0.11592683	0.15802966	0.21428571428571427	0.10498262	0.13527851458885942	-0.5895838	0.8565453	0
MND1	0.032437976	0.022357576	0.030612244897959183	0.03505834	0.050397877984084884	0.64666474	0.38824633	0
TMEM131L	0.071899556	0.07164947	0.09183673469387756	0.071964756	0.10610079575596817	0.006325736	0.004207788	0
AC106865.2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
TLR2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
RNF175	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC020703.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
SFRP2	0.004605436	-9.458745e-11	0.0	0.005802605	0.002652519893899204	5.883281	0.49763116	0
AC079298.3	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
DCHS2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC079298.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC079298.2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
PLRG1	0.21380427	0.21047205	0.30612244897959184	0.21467063	0.27586206896551724	0.028482795	0.038096778	0
FGB	0.0006633385	0.0032152121	0.01020408163265306	1.7462298e-10	0.0	-5.051027	0.4951232	0
FGA	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
FGG	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
LRAT	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC009567.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
RBM46	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC097467.3	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC104407.1	0.0036957571	0.008321856	0.01020408163265306	0.002493207	0.002652519893899204	-1.6994007	0.2979097	0
NPY2R	0.0047326162	0.014635623	0.02040816326530612	0.0021584118	0.002652519893899204	-2.7059276	0.6152937	0
AC097467.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
MAP9	0.3054204	0.3010725	0.37755102040816324	0.30654988	0.35278514588859416	0.026002277	0.040987752	0
AC097526.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC107208.1	0.0015376204	-9.458745e-11	0.0	0.0019373196	0.002652519893899204	4.348602	0.49763644	0
GUCY1A1	0.2063789	0.08667301	0.12244897959183673	0.23749614	0.22811671087533156	1.4531932	4.6017203	0
AC104083.1	0.026371194	0.0038462842	0.01020408163265306	0.032226473	0.03713527851458886	3.0341494	2.3733027	0
GUCY1B1	0.23731656	0.17955387	0.24489795918367346	0.2523319	0.26790450928381965	0.49067426	1.060415	0
ASIC5	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
TDO2	0.020930003	0.00890005	0.01020408163265306	0.024057122	0.021220159151193633	1.4244436	0.63650525	0
CTSO	0.08825147	0.08889734	0.14285714285714285	0.08808378	0.11140583554376658	-0.01324888	0.010573412	0
AC096736.3	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
LINC02272	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC096736.2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC096736.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
PDGFC	0.051479343	0.036040273	0.08163265306122448	0.055492792	0.07161803713527852	0.6212904	0.62049156	0
AC092608.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
GLRB	0.0059157503	-9.458745e-11	0.0	0.0074535315	0.013262599469496022	6.239081	1.4847708	0
GRIA2	0.0011122783	0.0053910813	0.01020408163265306	1.7462298e-10	0.0	-5.779016	0.49512604	0
AC093817.2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
LINC02433	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC093817.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC017037.5	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC084740.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
GASK1B	0.024343884	0.023990478	0.04081632653061224	0.024435721	0.034482758620689655	0.026420608	0.011188726	0
FAM198B-AS1	0.0018418693	-9.458745e-11	0.0	0.0023206575	0.002652519893899204	4.5973287	0.49763903	0
AC098679.6	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC098679.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
TMEM144	0.014205717	0.020491237	0.030612244897959183	0.01257177	0.015915119363395226	-0.70041245	0.26101023	0
AC098679.5	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
RXFP1	0.0059728096	-9.458745e-11	0.0	0.007525423	0.007957559681697613	6.252747	1.068365	0
AC121161.2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
C4orf46	0.028454771	0.042933762	0.08163265306122448	0.024690876	0.034482758620689655	-0.7956598	0.5518871	0
ETFDH	0.070571154	0.0707311	0.12244897959183673	0.07052975	0.08488063660477453	-0.0041070245	0.002906291	0
PPID	0.2880114	0.29400942	0.3979591836734694	0.2864519	0.3395225464190981	-0.037556518	0.06158641	0
FNIP2	0.25230488	0.28618857	0.336734693877551	0.24349695	0.2917771883289125	-0.23297389	0.38698846	0
C4orf45	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
RAPGEF2	0.15566997	0.1710333	0.2653061224489796	0.15167661	0.1989389920424403	-0.17317098	0.23412131	0
AC074344.2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
LINC02233	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
LINC02477	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC104793.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
FSTL5	0.0011775674	0.005707533	0.01020408163265306	1.7462298e-10	0.0	-5.859851	0.49512455	0
AC023136.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC021134.1	0.0016589997	-9.458745e-11	0.0	0.0020902515	0.002652519893899204	4.4530263	0.49764138	0
AC021134.2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC022272.1	0.00219168	-9.458745e-11	0.0	0.0027614008	0.002652519893899204	4.838651	0.49763846	0
NAF1	0.07243699	0.051743526	0.08163265306122448	0.077816226	0.10344827586206896	0.5877599	0.6111494	0
NPY1R	0.02896428	0.009368778	0.02040816326530612	0.034058046	0.042440318302387266	1.8509753	1.5856318	0
NPY5R	0.004841448	-9.458745e-11	0.0	0.0060999673	0.007957559681697613	5.9541903	1.0457639	0
TKTL2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
TMA16	0.22807536	0.23198059	0.2857142857142857	0.22706029	0.27320954907161804	-0.030915225	0.040127996	0
MARCH1	0.020668974	0.013804958	0.02040816326530612	0.022453265	0.029177718832891247	0.6977369	0.327356	0
AC093788.1	0.0031881677	0.0075101163	0.01020408163265306	0.0020646744	0.005305039787798408	-1.8137685	0.32036516	0
SMIM31	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
APELA	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC106872.12	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
TRIM61	0.039476052	0.01756795	0.04081632653061224	0.045171015	0.058355437665782495	1.3574531	1.4464843	0
FAM218A	0.006139322	-9.458745e-11	0.0	0.00773522	0.010610079575596816	6.291903	1.3224442	0
AC106872.9	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
TRIM60	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
TRIM75P	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
TMEM192	0.09211393	0.12935276	0.1836734693877551	0.0824341	0.10079575596816977	-0.64936346	0.78402597	0
KLHL2	0.03804981	0.024054367	0.030612244897959183	0.041687936	0.05305039787798409	0.7908025	0.5149603	0
GK3P	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
MSMO1	0.5652466	0.7355282	0.6428571428571429	0.52098197	0.4880636604774536	-0.49746644	2.334066	0
CPE	0.38294265	0.259707	0.29591836734693877	0.4149765	0.38461538461538464	0.675937	2.1989048	0
AC080079.2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
LINC01179	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
TLL1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC097487.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
SPOCK3	0.010333765	-9.458745e-11	0.0	0.013019997	0.010610079575596816	7.035625	1.310963	0
AC079349.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC116634.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
ANXA10	0.0037676995	-9.458745e-11	0.0	0.0047471016	0.007957559681697613	5.599052	0.97203535	0
AC068989.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
DDX60	0.062321585	0.045722544	0.061224489795918366	0.06663662	0.07957559681697612	0.5424211	0.4644654	0
DDX60L	0.03854773	0.019546386	0.030612244897959183	0.043487113	0.058355437665782495	1.1496378	0.9531678	0
PALLD	0.70159626	0.8467337	0.7244897959183674	0.6638699	0.5941644562334217	-0.35096073	1.7645804	0
AC079858.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC080188.1	0.0021262513	-9.458745e-11	0.0	0.0026789638	0.002652519893899204	4.7964764	0.49764106	0
CBR4	0.1199074	0.11669574	0.17346938775510204	0.12074263	0.15384615384615385	0.049141776	0.04718452	0
AC021151.1	0.001028962	-9.458745e-11	0.0	0.0012964297	0.002652519893899204	3.8036723	0.49763885	0
SH3RF1	0.13243729	0.18841778	0.24489795918367346	0.11788565	0.14588859416445624	-0.6760891	1.0760177	0
AC096741.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
NEK1	0.18306625	0.13834256	0.19387755102040816	0.19469224	0.23872679045092837	0.49264866	0.90277606	0
AC084724.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
CLCN3	0.53278726	0.56152093	0.6428571428571429	0.525317	0.5464190981432361	-0.096133776	0.27814928	0
HPF1	0.40219083	0.4457117	0.5204081632653061	0.39087638	0.4217506631299735	-0.18935306	0.48493922	0
AC079768.3	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC079768.4	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
LINC02275	0.0017119179	-9.458745e-11	0.0	0.0021569254	0.002652519893899204	4.4962883	0.49763814	0
AC079768.2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC084866.2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC084866.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
MFAP3L	0.017851934	0.010416958	0.02040816326530612	0.019784633	0.034482758620689655	0.91893655	0.494634	0
AADAT	0.04277333	0.047196202	0.08163265306122448	0.04162377	0.058355437665782495	-0.1808548	0.11570407	0
LINC01612	0.0015731379	0.0076248394	0.01020408163265306	1.7462298e-10	0.0	-6.2714305	0.495124	0
LINC02512	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
LINC02382	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC034159.2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
LINC02431	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
LINC02504	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC074254.2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
LINC02174	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC074254.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
GALNTL6	0.005223093	-9.458745e-11	0.0	0.0065808203	0.010610079575596816	6.0619545	1.3322682	0
AC105285.1	0.006609337	-9.458745e-11	0.0	0.008327414	0.010610079575596816	6.3970194	1.3204238	0
GALNT7	0.096677005	0.107270226	0.14285714285714285	0.09392361	0.1273209549071618	-0.19149895	0.17651112	0
AC097534.1	0.0017302167	-9.458745e-11	0.0	0.0021799812	0.002652519893899204	4.5109515	0.4976383	0
HMGB2	0.26079607	0.3316674	0.30612244897959184	0.24237336	0.21485411140583555	-0.45234573	0.78250784	0
AC097534.2	0.071076356	0.056496244	0.10204081632653061	0.07486649	0.10079575596816977	0.40553948	0.41145742	0
SAP30	0.25941634	0.2885104	0.336734693877551	0.2518536	0.29708222811671087	-0.19596541	0.3367822	0
SCRG1	0.24310595	0.14340937	0.16326530612244897	0.26902196	0.27320954907161804	0.90711504	2.3521302	0
AC093849.4	0.020398581	0.008996598	0.02040816326530612	0.023362467	0.029177718832891247	1.3669556	0.8661071	0
AC093849.3	0.0025883948	0.012545728	0.02040816326530612	1.7462298e-10	0.0	-6.982504	0.73132473	0
AC093849.1	0.010814375	0.020882146	0.030612244897959183	0.008197214	0.010610079575596816	-1.3384633	0.4797136	0
AC093849.2	0.015844027	0.006829416	0.01020408163265306	0.018187365	0.026525198938992044	1.4000415	0.6779781	0
HAND2	0.6814919	0.5763434	0.5714285714285714	0.7088259	0.6074270557029178	0.29845586	1.2434791	0
HAND2-AS1	0.21152659	0.13539965	0.20408163265306123	0.23131569	0.2440318302387268	0.7721975	1.9886295	0
LINC02269	0.06590134	0.031334758	0.030612244897959183	0.07488692	0.07161803713527852	1.2542783	1.0563077	0
AC106895.1	0.0017029967	-9.458745e-11	0.0	0.002145685	0.002652519893899204	4.489085	0.49763837	0
AC106895.2	0.00684761	-9.458745e-11	0.0	0.008627626	0.010610079575596816	6.447519	1.323076	0
LINC02268	0.011651224	-9.458745e-11	0.0	0.014679925	0.01856763925729443	7.2074966	2.008148	0
AC012055.1	0.0030814402	0.0066472036	0.01020408163265306	0.002154523	0.002652519893899204	-1.5814674	0.28274128	0
AC012055.2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
FBXO8	0.079238966	0.03618799	0.05102040816326531	0.09043008	0.1220159151193634	1.318905	1.8475094	0
CEP44	0.1673991	0.22213687	0.29591836734693877	0.15317036	0.1830238726790451	-0.53601944	0.99478066	0
AC116616.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
HPGD	0.010682698	0.0083218515	0.01020408163265306	0.011296448	0.007957559681697613	0.43637493	0.10366965	0
AC096751.2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
GLRA3	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
ADAM29	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC105914.2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC022325.2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC095050.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
