id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	CM|CM	CM|EC	CM|EP	CM|FB	CM|PR	CM|UN	EC|CM	EC|EC	EC|EP	EC|FB	EC|PR	EC|UN	EP|CM	EP|EC	EP|EP	EP|FB	EP|PR	EP|UN	FB|CM	FB|EC	FB|EP	FB|FB	FB|PR	FB|UN	PR|CM	PR|EC	PR|EP	PR|FB	PR|PR	PR|UN	UN|CM	UN|EC	UN|EP	UN|FB	UN|PR	UN|UN
CPI-SS0D9EFC4F7	GNRH1_GNRHR	simple:P01148	simple:P30968	GNRH1	GNRHR	True	False	True	curated	False	Ligand-Receptor	Signaling by Progonadoliberin	0.001	0.0	0.0	0.0	0.0	0.003	0.004	0.0	0.0	0.0	0.0	0.006	0.002	0.0	0.0	0.0	0.0	0.004	0.003	0.0	0.0	0.0	0.0	0.005	0.004	0.0	0.0	0.0	0.0	0.006	0.002	0.0	0.0	0.0	0.0	0.004
CPI-SS0D9BC4188	GNRH2_GNRHR	simple:O43555	simple:P30968	GNRH2	GNRHR	True	False	True	curated	False	Ligand-Receptor	Signaling by Progonadoliberin	0.001	0.0	0.0	0.0	0.0	0.003	0.001	0.0	0.0	0.0	0.0	0.003	0.084	0.0	0.0	0.0	0.0	0.086	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.0	0.0	0.004
CPI-CS023F349AF	ProstaglandinE2_byPTGES_PTGER4	complex:ProstaglandinE2_byPTGES	simple:P35408		PTGER4	True	False	True	curated	False	Ligand-Receptor	Signaling by Prostaglandin	0.002	0.009	0.0	0.012	0.023	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.016	0.0	0.019	0.031	0.011	0.022	0.028	0.0	0.031	0.043	0.023	0.015	0.021	0.0	0.024	0.036	0.017	0.003	0.009	0.0	0.012	0.024	0.005
CPI-SS0AD2A36FE	RELN_LRP8	simple:P78509	simple:Q14114	RELN	LRP8	True	False	True	curated	False	Ligand-Receptor	Signaling by Reelin	0.038	0.032	0.006	0.013	0.007	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.033	0.006	0.014	0.008	0.029	0.047	0.041	0.015	0.022	0.016	0.037	0.043	0.037	0.01	0.018	0.012	0.033	0.041	0.034	0.008	0.015	0.009	0.031
CPI-CS08EE9E5CE	atRetinoicAcid_byALDH1A1_RORB	complex:atRetinoicAcid_byALDH1A1	simple:Q92753		RORB	True	False	True	curated	False	Ligand-Receptor	Signaling by Retinoic Acid	0.002	0.005	0.0	0.058	0.002	0.008	0.002	0.005	0.0	0.059	0.003	0.008	0.621	0.624	0.0	0.678	0.622	0.627	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.025	0.0	0.079	0.023	0.028	0.003	0.006	0.0	0.059	0.003	0.008
CPI-CS033058D2B	atRetinoicAcid_byALDH1A2_RORB	complex:atRetinoicAcid_byALDH1A2	simple:Q92753		RORB	True	False	True	curated	False	Ligand-Receptor	Signaling by Retinoic Acid	0.005	0.008	0.0	0.062	0.006	0.011	0.007	0.01	0.0	0.064	0.008	0.013	0.002	0.005	0.0	0.059	0.003	0.008	0.006	0.009	0.0	0.063	0.007	0.012	0.317	0.32	0.0	0.373	0.317	0.323	0.002	0.005	0.0	0.059	0.003	0.008
CPI-CS0C61C245A	atRetinoicAcid_byALDH1A3_RORB	complex:atRetinoicAcid_byALDH1A3	simple:Q92753		RORB	True	False	True	curated	False	Ligand-Receptor	Signaling by Retinoic Acid	0.0	0.003	0.0	0.057	0.001	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.006	0.0	0.06	0.004	0.009	0.006	0.009	0.0	0.063	0.007	0.012	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F3A089DE	SEMA3E_PLXND1	simple:O15041	simple:Q9Y4D7	SEMA3E	PLXND1	True	False	True	curated	False	Ligand-Receptor	Signaling by Semaphorin	0.06	0.555	0.017	0.123	0.148	0.047	0.06	0.556	0.018	0.124	0.149	0.048	0.0	0.0	0.0	0.0	0.0	0.0	0.062	0.557	0.019	0.125	0.15	0.049	0.082	0.577	0.039	0.146	0.17	0.07	0.062	0.557	0.019	0.125	0.15	0.049
CPI-SS044C72D0D	SEMA4A_PLXND1	simple:Q9H3S1	simple:Q9Y4D7	SEMA4A	PLXND1	False	False	True	curated	False	Ligand-Receptor	Signaling by Semaphorin	0.059	0.554	0.016	0.122	0.147	0.046	0.058	0.553	0.015	0.121	0.146	0.045	0.0	0.0	0.0	0.0	0.0	0.0	0.059	0.554	0.016	0.122	0.147	0.047	0.056	0.551	0.013	0.119	0.144	0.044	0.06	0.556	0.017	0.124	0.148	0.048
CPI-SS0C272BD3D	CORT_SSTR2	simple:O00230	simple:P30874	CORT	SSTR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Somatostatin	0.006	0.005	0.039	0.008	0.007	0.006	0.004	0.003	0.038	0.006	0.005	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.003	0.037	0.005	0.004	0.004	0.005	0.004	0.039	0.007	0.006	0.006	0.004	0.003	0.038	0.006	0.005	0.005
CPI-SC054175DCB	SHH_PTCH2_GAS1_transmembrane_receptor	simple:Q15465	complex:PTCH2_GAS1_transmembrane_receptor	SHH		True	False	True	curated	False	Ligand-Receptor	Signaling by Sonic hedgehog	0.001	0.0	0.0	0.0	0.003	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.026	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F0492F71	THY1_ADGRE2	simple:P04216	simple:Q9UHX3	THY1	ADGRE2	False	False	True	curated	False	Adhesion-Adhesion	Adhesion by antigen THY1	0.018	0.022	0.0	0.02	0.019	0.019	0.695	0.699	0.0	0.697	0.696	0.696	0.018	0.022	0.0	0.021	0.019	0.02	0.336	0.339	0.0	0.338	0.337	0.337	0.855	0.859	0.0	0.857	0.856	0.856	0.067	0.071	0.0	0.069	0.068	0.069
CPI-SS085A1A34C	TNFSF10_TNFRSF10A	simple:P50591	simple:O00220	TNFSF10	TNFRSF10A	True	False	True	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	0.001	0.07	0.005	0.003	0.002	0.003	0.151	0.219	0.155	0.153	0.151	0.152	0.05	0.119	0.054	0.052	0.051	0.052	0.004	0.072	0.008	0.005	0.004	0.005	0.004	0.072	0.008	0.005	0.004	0.005	0.006	0.075	0.01	0.008	0.007	0.008
CPI-SS0C03F7CDC	VEGFA_KDR	simple:P15692	simple:P35968	VEGFA	KDR	True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	0.661	1.369	0.537	0.605	0.547	0.591	0.271	0.979	0.147	0.214	0.156	0.201	0.684	1.393	0.561	0.628	0.57	0.614	0.836	1.545	0.713	0.78	0.722	0.766	0.25	0.959	0.127	0.194	0.136	0.18	0.736	1.444	0.612	0.679	0.621	0.666
CPI-SS09F9914EE	WNT2_CER1	simple:P09544	simple:O95813	WNT2	CER1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.03	0.0	0.0	0.033	0.032	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.005	0.003	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.004	0.003	0.002	0.013	0.0	0.0	0.016	0.015	0.015
CPI-SS02704D1B8	WNT2_FRZB	simple:P09544	simple:Q92765	WNT2	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.148	0.035	0.035	0.074	0.232	0.065	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.007	0.007	0.046	0.204	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.119	0.006	0.006	0.045	0.203	0.036	0.132	0.019	0.018	0.057	0.215	0.048
CPI-SS01E6C2BB8	WNT2_SFRP1	simple:P09544	simple:Q8N474	WNT2	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.709	0.199	0.138	0.519	0.839	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.681	0.171	0.11	0.491	0.811	0.242	0.0	0.0	0.0	0.0	0.0	0.0	0.68	0.17	0.109	0.49	0.81	0.241	0.692	0.183	0.121	0.503	0.823	0.253
CPI-SS0C95AC883	WNT2_SFRP2	simple:P09544	simple:Q96HF1	WNT2	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.031	0.031	0.0	0.035	0.094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.003	0.0	0.007	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.006	0.065	0.0	0.014	0.014	0.0	0.018	0.077	0.0
CPI-SS001BD48FB	WNT2_SFRP5	simple:P09544	simple:Q5T4F7	WNT2	SFRP5	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.032	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.005	0.016	0.0	0.0	0.0	0.0	0.017
CPI-SS04C672963	ESAM_ESAM	simple:Q96AP7	simple:Q96AP7	ESAM	ESAM	False	False	False	curated	False	Adhesion-Adhesion		0.008	0.79	0.01	0.046	0.092	0.017	0.79	1.572	0.791	0.828	0.873	0.799	0.01	0.791	0.011	0.047	0.093	0.018	0.046	0.828	0.047	0.083	0.129	0.054	0.092	0.873	0.093	0.129	0.175	0.1	0.017	0.799	0.018	0.054	0.1	0.025
CPI-SS02B2C16ED	NELL2_ROBO3	simple:Q99435	simple:Q96MS0	NELL2	ROBO3	True	False	True	curated	False	Ligand-Receptor		0.008	0.02	0.012	0.02	0.015	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.017	0.008	0.017	0.012	0.007	0.012	0.025	0.016	0.025	0.02	0.015	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0E0DEA7D5	PECAM1_CD38	simple:P16284	simple:P28907	PECAM1	CD38	False	True	True	curated	False	Receptor-Receptor		0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.89	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0
