id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	CM|CM	CM|EC	CM|EP	CM|PV	CM|SM	EC|CM	EC|EC	EC|EP	EC|PV	EC|SM	EP|CM	EP|EC	EP|EP	EP|PV	EP|SM	PV|CM	PV|EC	PV|EP	PV|PV	PV|SM	SM|CM	SM|EC	SM|EP	SM|PV	SM|SM
CPI-SS0BA4E3F44	NTN4_UNC5D	simple:Q9HB63	simple:Q6UXZ4	NTN4	UNC5D	True	False	True	curated	False	Ligand-Receptor	Signaling by Netrin	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.047	0.041	0.012	0.0	0.173	0.202	0.197	0.168	0.0	0.049	0.079	0.073	0.044	0.0	0.097	0.126	0.121	0.091
CPI-SS05162C56B	NTF3_NTRK3	simple:P20783	simple:Q16288	NTF3	NTRK3	True	False	True	curated	False	Ligand-Receptor	Signaling by Neurotrophin	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.009	0.045	0.026	0.0	0.007	0.009	0.045	0.026	0.0	0.018	0.02	0.056	0.037	0.0	0.042	0.045	0.081	0.062
CPI-SS0730D1EF3	CNTN1_MCAM	simple:Q12860	simple:P43121	CNTN1	MCAM	False	False	False	curated	False	Adhesion-Adhesion		0.0	0.0	0.0	0.0	0.0	0.037	0.622	0.04	0.135	0.403	0.038	0.622	0.04	0.135	0.404	0.053	0.637	0.055	0.15	0.419	0.044	0.629	0.047	0.142	0.41
CPI-SS0BDC912F3	CNTN1_NRCAM	simple:Q12860	simple:Q92823	CNTN1	NRCAM	True	False	False	curated	False	Adhesion-Adhesion		0.0	0.0	0.0	0.0	0.0	0.0	0.067	0.057	0.011	0.009	0.0	0.068	0.058	0.011	0.009	0.0	0.083	0.073	0.026	0.024	0.0	0.074	0.064	0.018	0.016
CPI-SS0F67B526A	SEMA3C_NRP2	simple:Q99985	simple:O60462	SEMA3C	NRP2	True	False	True	curated	False	Ligand-Receptor	Signaling by Semaphorin	0.168	0.443	0.082	0.207	0.242	0.147	0.422	0.061	0.185	0.221	0.317	0.592	0.231	0.356	0.391	0.17	0.445	0.084	0.209	0.244	0.164	0.439	0.078	0.203	0.238
CPI-CS0FADCFDB9	PGD2_byPTGDS_PTGDR	complex:PGD2_byPTGDS	simple:Q13258		PTGDR	True	False	True	curated	False	Ligand-Receptor	Signaling by Prostaglandin	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.008	0.01	0.025	0.0	0.007	0.013	0.015	0.03	0.0	0.004	0.01	0.011	0.026	0.0	0.003	0.009	0.01	0.025
CPI-SS01E3453DB	RSPO2_LGR4	simple:Q6UXX9	simple:Q9BXB1	RSPO2	LGR4	True	False	True	curated	False	Ligand-Receptor	Signaling by R-spondin	0.0	0.0	0.0	0.0	0.0	0.0	0.062	0.144	0.041	0.045	0.0	0.062	0.144	0.041	0.045	0.0	0.062	0.144	0.042	0.046	0.0	0.062	0.144	0.041	0.045
CPI-SS0ACAB1835	RSPO3_LGR4	simple:Q9BXY4	simple:Q9BXB1	RSPO3	LGR4	True	False	True	curated	False	Ligand-Receptor	Signaling by R-spondin	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.151	0.049	0.053	0.0	0.069	0.15	0.048	0.052	0.0	0.159	0.241	0.139	0.143	0.0	0.106	0.188	0.086	0.089
CPI-SS056D0AD0D	RSPO2_LGR5	simple:Q6UXX9	simple:O75473	RSPO2	LGR5	True	False	True	curated	False	Ligand-Receptor	Signaling by R-spondin	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.014	0.018	0.004	0.0	0.002	0.014	0.018	0.004	0.0	0.003	0.015	0.019	0.004	0.0	0.002	0.014	0.018	0.004
CPI-SS0C3906934	RSPO3_LGR5	simple:Q9BXY4	simple:O75473	RSPO3	LGR5	True	False	True	curated	False	Ligand-Receptor	Signaling by R-spondin	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.022	0.026	0.011	0.0	0.009	0.021	0.025	0.011	0.0	0.1	0.111	0.116	0.101	0.0	0.047	0.058	0.063	0.048
CPI-CS08EE9E5CE	atRetinoicAcid_byALDH1A1_RORB	complex:atRetinoicAcid_byALDH1A1	simple:Q92753		RORB	True	False	True	curated	False	Ligand-Receptor	Signaling by Retinoic Acid	0.0	0.035	0.033	0.041	0.036	0.0	0.003	0.002	0.01	0.005	0.0	0.079	0.078	0.085	0.081	0.0	0.013	0.012	0.02	0.015	0.0	0.007	0.005	0.013	0.008
CPI-CS033058D2B	atRetinoicAcid_byALDH1A2_RORB	complex:atRetinoicAcid_byALDH1A2	simple:Q92753		RORB	True	False	True	curated	False	Ligand-Receptor	Signaling by Retinoic Acid	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.043	0.05	0.045	0.0	0.076	0.075	0.082	0.077	0.0	0.111	0.11	0.117	0.113	0.0	0.022	0.021	0.029	0.024
CPI-SS02CAD3BF8	VIP_SCTR	simple:P01282	simple:P47872	VIP	SCTR	True	False	True	curated	False	Ligand-Receptor	Signaling by Vasoactive Intestinal Peptide	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.032	0.004	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.029	0.001	0.001	0.0	0.0	0.0	0.0	0.0
CPI-SS0A932EB77	SLIT2_ROBO1	simple:O94813	simple:Q9Y6N7	SLIT2	ROBO1	True	False	True	curated	False	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	0.117	0.568	0.332	0.52	0.317	0.256	0.707	0.471	0.659	0.456	0.224	0.675	0.438	0.627	0.424	0.3	0.751	0.514	0.703	0.5	0.195	0.646	0.409	0.598	0.395
CPI-SS0D0235DCE	SLIT2_ROBO2	simple:O94813	simple:Q9HCK4	SLIT2	ROBO2	True	False	True	curated	False	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	0.112	0.179	0.411	0.713	0.436	0.251	0.318	0.55	0.852	0.576	0.219	0.285	0.518	0.82	0.543	0.295	0.361	0.594	0.896	0.619	0.19	0.256	0.489	0.791	0.514
CPI-SS015B70BF9	TAC1_TACR3	simple:P20366	simple:P29371	TAC1	TACR3	True	False	True	curated	False	Ligand-Receptor	Signaling by Tachykinins	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.012	0.013	0.0	0.0	0.01	0.01	0.011	0.0	0.0	0.094	0.095	0.095	0.0	0.0	0.016	0.017	0.017
CPI-SS0EC8C81E0	VEGFC_KDR	simple:P49767	simple:P35968	VEGFC	KDR	True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	0.099	0.778	0.077	0.083	0.074	0.237	0.915	0.214	0.221	0.211	0.045	0.724	0.022	0.029	0.019	0.051	0.73	0.029	0.035	0.026	0.061	0.739	0.038	0.045	0.035
CPI-SS0FF2EEAE8	WNT5B_SFRP1	simple:Q9H1J7	simple:Q8N474	WNT5B	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.0	0.0	0.0	0.0	0.0	0.0	0.076	0.128	0.266	0.096	0.0	0.09	0.143	0.28	0.111	0.0	0.095	0.148	0.285	0.115	0.0	0.123	0.175	0.313	0.143
CPI-SS02ADD742C	WNT7A_SFRP1	simple:O00755	simple:Q8N474	WNT7A	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.0	0.0	0.0	0.0	0.0	0.0	0.069	0.121	0.259	0.089	0.0	0.074	0.126	0.264	0.094	0.0	0.069	0.121	0.259	0.089	0.0	0.0	0.0	0.0	0.0
CPI-SS03146C969	WNT8A_SFRP1	simple:Q9H1J5	simple:Q8N474	WNT8A	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.069	0.121	0.259	0.089	0.0	0.069	0.121	0.259	0.089
CPI-SS0AC302C73	WNT5B_SFRP2	simple:Q9H1J7	simple:Q96HF1	WNT5B	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.016	0.05	0.058	0.0	0.027	0.03	0.064	0.072	0.0	0.032	0.035	0.069	0.077	0.0	0.06	0.063	0.097	0.105
CPI-SS0F41AC8EC	WNT7A_SFRP2	simple:O00755	simple:Q96HF1	WNT7A	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.009	0.043	0.051	0.0	0.011	0.014	0.048	0.056	0.0	0.006	0.009	0.043	0.051	0.0	0.0	0.0	0.0	0.0
CPI-SS029E5DD2D	WNT8A_SFRP2	simple:Q9H1J5	simple:Q96HF1	WNT8A	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.009	0.043	0.051	0.0	0.006	0.009	0.043	0.051
CPI-SS01503DD69	CD44_TYROBP	simple:P16070	simple:O43914	CD44	TYROBP	False	True	False	curated	False	Ligand-Receptor		0.0	0.035	0.036	0.035	0.035	0.0	0.023	0.025	0.024	0.023	0.0	0.048	0.049	0.048	0.048	0.0	0.043	0.044	0.043	0.043	0.0	0.106	0.107	0.106	0.106
CPI-SS04C672963	ESAM_ESAM	simple:Q96AP7	simple:Q96AP7	ESAM	ESAM	False	False	False	curated	False	Adhesion-Adhesion		0.0	0.0	0.0	0.0	0.0	0.0	1.354	0.709	0.704	0.752	0.0	0.709	0.063	0.059	0.107	0.0	0.704	0.059	0.055	0.103	0.0	0.752	0.107	0.103	0.151
CPI-SS0822AEF5F	PTPRC_MRC1	simple:P08575	simple:P22897	PTPRC	MRC1	False	False	True	curated	False	Receptor-Receptor		0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.001	0.001	0.001	0.001	0.0	0.002	0.001	0.001	0.001	0.0	0.001	0.001	0.0	0.0
CPI-SS0F9F83827	PTPRD_IL1RAPL1	simple:P23468	simple:Q9NZN1	PTPRD	IL1RAPL1	False	True	True	curated	False	Ligand-Receptor		0.0	0.0	0.0	0.0	0.0	0.0	0.124	0.317	0.378	0.164	0.0	0.168	0.362	0.423	0.209	0.0	0.298	0.492	0.553	0.338	0.0	0.206	0.4	0.461	0.246
CPI-SS00F69C501	TRH_TRHR	simple:P20396	simple:P34981	TRH	TRHR	True	False	True	curated	False	Ligand-Receptor		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.0	0.0	0.0
